Layer,Threshold,ThresholdLabel,Date,DailyNetTWD,DailyLongTWD,DailyShortTWD,CumNetTWD,CumLongTWD,CumShortTWD
小台全日 比例,0.9,勝率 > 90%,20200317,584.0,192.0,392.0,7578.0,868.0,6710.0
小台全日 比例,0.9,勝率 > 90%,20200318,946.0,0.0,946.0,8524.0,868.0,7656.0
小台全日 比例,0.9,勝率 > 90%,20200319,1585.0,147.0,1438.0,10109.0,1015.0,9094.0
小台全日 比例,0.9,勝率 > 90%,20200320,246.0,0.0,246.0,10355.0,1015.0,9340.0
小台全日 比例,0.9,勝率 > 90%,20200323,1096.0,0.0,1096.0,11451.0,1015.0,10436.0
小台全日 比例,0.9,勝率 > 90%,20200730,38.0,38.0,0.0,11489.0,1053.0,10436.0
小台全日 比例,0.9,勝率 > 90%,20210512,6414.0,3048.0,3366.0,17903.0,4101.0,13802.0
小台全日 比例,0.9,勝率 > 90%,20210517,1834.0,1834.0,0.0,19737.0,5935.0,13802.0
小台全日 比例,0.9,勝率 > 90%,20220712,4186.0,4186.0,0.0,23923.0,10121.0,13802.0
小台全日 比例,0.9,勝率 > 90%,20220922,636.0,0.0,636.0,24559.0,10121.0,14438.0
